,name,id,gender,modularity,degree,bridge,start,end,congregation,duration
357,Candice Harrison,357,female,11,7,female_bridge,2007.0,2014.0,shear,7.0
1745,Lauren Duval,1745,female,26,23,false,2015.0,2022.0,shear,7.0
1459,Jonathan M. Atkins,1459,male,11,7,false,1992.0,1999.0,shear,7.0
2796,Tara Strauch,2796,female,59,5,false,2015.0,2022.0,shear,7.0
1966,Mary A. Giunta,1966,female,48,7,female_bridge,1998.0,2005.0,shear,7.0
856,Eric Herschthal,856,male,20,16,false,2015.0,2022.0,shear,7.0
2895,Vernon Volpe,2895,male,11,11,false,1989.0,1996.0,shear,7.0
2645,Sean Harvey,2645,male,11,6,false,2010.0,2017.0,shear,7.0
1008,Gwynne Langley Rivers,1008,female,16,6,false,2009.0,2015.0,shear,6.0
1070,Iver Bernstein,1070,male,59,11,false,1995.0,2001.0,shear,6.0
2108,Michael Leroy Oberg,2108,male,45,4,false,2010.0,2016.0,shear,6.0
2513,Robyn Lily Davis,2513,female,48,6,false,2014.0,2020.0,shear,6.0
412,Cathy Rodabaugh,412,female,11,7,false,2008.0,2014.0,shear,6.0
2173,Nancy J. Siegel,2173,female,16,3,false,2010.0,2016.0,shear,6.0
2057,Melissah J. Pawlikowski,2057,female,5,8,false,2016.0,2022.0,shear,6.0
2050,Megan Perle Bowman,2050,female,16,8,false,2013.0,2019.0,shear,6.0
2193,Nathaniel Kogan,2193,male,48,7,false,2013.0,2019.0,shear,6.0
2516,Roderick A. Mcdonald,2516,male,32,10,male_bridge,2013.0,2019.0,shear,6.0
1124,James Downs,1124,male,26,13,false,2014.0,2020.0,shear,6.0
2054,Melanie A. Kiechle,2054,female,59,7,false,2016.0,2022.0,shear,6.0
2470,Robert Englebert,2470,male,31,8,false,2016.0,2022.0,shear,6.0
2110,Michael Lipton,2110,male,20,3,false,2010.0,2016.0,shear,6.0
968,Glenda Riley,968,female,17,6,false,1989.0,1995.0,shear,6.0
126,Andrew J. O'shaughnessy,126,male,11,6,false,2006.0,2012.0,shear,6.0
1527,Julia Bernier,1527,female,20,8,false,2016.0,2022.0,shear,6.0
1132,James Gigantino,1132,male,32,7,false,2012.0,2018.0,shear,6.0
2042,Max Mishler,2042,male,5,8,false,2016.0,2022.0,shear,6.0
2105,Michael Kimaid,2105,male,24,4,false,2000.0,2006.0,shear,6.0
143,Angela Keysor,143,female,5,7,false,2016.0,2022.0,shear,6.0
2098,Michael Hoberman,2098,male,21,4,false,2010.0,2016.0,shear,6.0
1023,Hayley Negrin,1023,female,26,5,false,2016.0,2022.0,shear,6.0
405,Catherine Murray,405,female,15,13,false,2016.0,2022.0,shear,6.0
2068,Michael A. Schoeppner,2068,male,11,15,false,2016.0,2022.0,shear,6.0
2125,Michael Vorenberg,2125,male,23,6,false,1998.0,2004.0,shear,6.0
2467,Robert E. Mcglone,2467,male,23,5,false,1988.0,1994.0,shear,6.0
534,Craig Steven Wilder,534,male,19,14,false,2015.0,2021.0,shear,6.0
2663,Shannon Duffy,2663,female,32,12,false,2013.0,2019.0,shear,6.0
1081,J. Edwin Hendricks,1081,male,48,7,false,1988.0,1994.0,shear,6.0
519,Corinne Field,519,female,21,9,female_bridge,2016.0,2022.0,shear,6.0
493,Christopher Neil Fritsch,493,male,23,7,false,1988.0,1994.0,shear,6.0
1301,Jill Anderson,1301,female,17,7,false,1995.0,2001.0,shear,6.0
1955,Martha J. Mcnamara,1955,female,16,10,false,2006.0,2012.0,shear,6.0
1646,Kelly Y. Hopkins,1646,female,45,4,false,2010.0,2016.0,shear,6.0
1377,John Gilbert Mccurdy,1377,male,21,5,false,2010.0,2016.0,shear,6.0
707,Dianne Cappiello,707,female,20,3,false,2010.0,2016.0,shear,6.0
1653,Kenneth Aslakson,1653,male,19,7,false,2005.0,2011.0,shear,6.0
56,Alexander Manevitz,56,male,48,7,false,2016.0,2022.0,shear,6.0
1785,Lester C. Olson,1785,male,6,7,false,2003.0,2009.0,shear,6.0
1931,Mark G. Jaede,1931,male,27,8,false,1997.0,2003.0,shear,6.0
1846,Louise W. Knight,1846,female,14,8,false,2016.0,2022.0,shear,6.0
2831,Thomas Doughton,2831,male,55,6,false,2015.0,2021.0,shear,6.0
1934,Mark Killenbeck,1934,male,23,7,false,2010.0,2016.0,shear,6.0
1848,Lucia Z. Knowles,1848,female,16,3,false,2010.0,2016.0,shear,6.0
1390,John Kaminski,1390,male,23,6,false,2004.0,2010.0,shear,6.0
1388,John Inscoe,1388,male,17,9,false,1992.0,1998.0,shear,6.0
1312,Joan Bryant,1312,female,21,7,female_bridge,2012.0,2018.0,shear,6.0
1886,Marcy Dinius,1886,female,16,5,false,2010.0,2016.0,shear,6.0
1954,Martha J. King,1954,female,26,7,false,2016.0,2022.0,shear,6.0
1259,Jennifer Dorsey,1259,female,59,6,false,2014.0,2020.0,shear,6.0
1951,Martha Burns,1951,female,27,13,false,1991.0,1997.0,shear,6.0
852,Eran Shalev,852,male,11,7,false,2015.0,2021.0,shear,6.0
1858,Lynn Kennedy,1858,female,33,8,female_bridge,2013.0,2019.0,shear,6.0
2384,Rashauna Johnson,2384,female,20,11,false,2016.0,2022.0,shear,6.0
650,David M. Greenspoon,650,male,35,3,false,2010.0,2016.0,shear,6.0
1861,M. Ruth Reilly Kelly,1861,female,23,7,false,2010.0,2016.0,shear,6.0
840,Emily Macgillivray,840,female,26,12,false,2016.0,2022.0,shear,6.0
1256,Jennifer A. Lawrence,1256,female,11,6,false,2000.0,2006.0,shear,6.0
2326,Peter Kolchin,2326,male,19,7,false,2005.0,2011.0,shear,6.0
1866,Maeve Glass,1866,female,11,16,false,2016.0,2022.0,shear,6.0
2283,Paul D. Newman,2283,male,21,6,false,1998.0,2004.0,shear,6.0
1306,Jim Downs,1306,male,32,8,false,2016.0,2022.0,shear,6.0
832,Emilie Connolly,832,female,15,14,false,2016.0,2022.0,shear,6.0
1802,Lindsay Dicuirci,1802,female,11,4,false,2010.0,2016.0,shear,6.0
2008,Matthew A. Byron,2008,male,21,9,male_bridge,2013.0,2019.0,shear,6.0
1616,Kathryn Lasdow,1616,female,11,11,false,2016.0,2022.0,shear,6.0
1617,Kathryn Olivarius,1617,female,59,8,false,2016.0,2022.0,shear,6.0
675,Dawn Peterson,675,female,15,7,false,2016.0,2022.0,shear,6.0
2720,Stephen L. Longenecker,2720,male,16,12,false,1996.0,2002.0,shear,6.0
677,Dean Bruno,677,male,15,9,false,2013.0,2019.0,shear,6.0
1740,Laura Saltz,1740,female,16,5,false,2010.0,2016.0,shear,6.0
1412,John R. Dichtl,1412,male,0,12,false,1996.0,2002.0,shear,6.0
1282,Jerad Mulcare,1282,male,26,3,false,2010.0,2016.0,shear,6.0
1827,Lo Faber,1827,male,11,4,false,2010.0,2016.0,shear,6.0
2268,Patricia Roylance,2268,female,11,4,false,2010.0,2016.0,shear,6.0
627,David G. Vanderstel,627,male,27,8,false,1988.0,1994.0,shear,6.0
792,Elise Kammerer,792,female,6,7,false,2016.0,2022.0,shear,6.0
69,Alice Taylor,69,female,35,3,false,2010.0,2016.0,shear,6.0
2012,Matthew Dennis,2012,male,45,4,false,2010.0,2016.0,shear,6.0
1631,Kay Wright Lewis,1631,male,20,9,false,2015.0,2021.0,shear,6.0
249,Benjamin Schwantes,249,male,2,4,false,2010.0,2016.0,shear,6.0
1899,Marguerite Holloway,1899,female,2,4,false,2010.0,2016.0,shear,6.0
4,Aaron Crawford,4,male,11,6,false,2010.0,2016.0,shear,6.0
5,Aaron Hall,5,male,5,8,false,2016.0,2022.0,shear,6.0
1295,Jessica Millward,1295,female,20,8,false,2014.0,2020.0,shear,6.0
2988,Zach Isenhower,2988,male,24,10,false,2016.0,2022.0,shear,6.0
2354,R. Bryan Bademan,2354,male,27,7,false,2003.0,2009.0,shear,6.0
699,Derrick R. Spires,699,male,21,9,false,2016.0,2022.0,shear,6.0
2303,Paul Sivitz,2303,male,48,8,false,2016.0,2022.0,shear,6.0
579,Daniel J. Mcinerney,579,male,27,6,false,1989.0,1995.0,shear,6.0
2168,Nancy E. Packer,2168,female,11,4,false,2000.0,2005.0,shear,5.0
232,Barbara Wallace,232,female,19,6,false,2001.0,2006.0,shear,5.0
2162,Myron O. Stachiw,2162,male,26,3,false,1988.0,1993.0,shear,5.0
2167,Nancy Davis,2167,female,32,5,false,2016.0,2021.0,shear,5.0
235,Beatrice Craig,235,female,21,3,false,1983.0,1988.0,shear,5.0
262,Birte Britta Pfleger,262,female,11,4,false,2008.0,2013.0,shear,5.0
2165,Nakia Parker,2165,female,15,3,false,2016.0,2021.0,shear,5.0
2280,Patrick W. O'neil,2280,male,16,3,false,2011.0,2016.0,shear,5.0
2166,Nan Wolverton,2166,female,11,5,false,2017.0,2022.0,shear,5.0
2279,Patrick W. Hughes,2279,male,59,4,false,2013.0,2018.0,shear,5.0
2278,Patrick T. Conley,2278,male,48,4,false,1988.0,1993.0,shear,5.0
252,Bernard Mergen,252,male,3,3,false,1985.0,1990.0,shear,5.0
2157,Montgomery Buell,2157,male,27,5,false,1996.0,2001.0,shear,5.0
2284,Paul Douglas Newman,2284,male,0,8,false,1997.0,2002.0,shear,5.0
2289,Paul G. E. Clemens,2289,male,6,3,false,1997.0,2002.0,shear,5.0
2299,Paul Ringel,2299,male,5,3,false,2014.0,2019.0,shear,5.0
2147,Molly Jessup,2147,female,14,4,false,2017.0,2022.0,shear,5.0
2298,Paul R. Gilje,2298,male,5,4,false,2009.0,2014.0,shear,5.0
2297,Paul Naish,2297,male,11,3,false,2010.0,2015.0,shear,5.0
2148,Molly Mccarthy,2148,female,2,3,false,2006.0,2011.0,shear,5.0
2296,Paul Michael Warden,2296,male,5,5,false,2017.0,2022.0,shear,5.0
2295,Paul K. Conkin,2295,male,27,3,false,1996.0,2001.0,shear,5.0
224,Barbara F. Luebke,224,female,27,8,false,1984.0,1989.0,shear,5.0
2293,Paul Hudon,2293,male,61,4,false,1987.0,1992.0,shear,5.0
225,Barbara Heath,225,female,11,3,false,2007.0,2012.0,shear,5.0
2291,Paul Grebinger,2291,male,3,4,false,1981.0,1986.0,shear,5.0
229,Barbara Russell Karsky,229,female,26,3,false,1988.0,1993.0,shear,5.0
2158,Moren Mcintosh Hodgetts,2158,unknown,27,4,false,2013.0,2018.0,shear,5.0
2150,Molly W. Berger,2150,female,16,3,false,1998.0,2003.0,shear,5.0
2151,Monica Fitzgerald,2151,female,24,4,false,2015.0,2020.0,shear,5.0
2287,Paul Faler,2287,male,24,4,false,1987.0,1992.0,shear,5.0
2152,Monica Henry,2152,female,11,3,false,2003.0,2008.0,shear,5.0
265,Brad Jarvis,265,male,15,4,false,2009.0,2014.0,shear,5.0
264,Brad D. E. Jarvis,264,male,15,3,false,2010.0,2015.0,shear,5.0
230,Barbara Ryan,230,female,27,4,false,1993.0,1998.0,shear,5.0
2155,Monique Patenaude,2155,female,16,4,false,2010.0,2015.0,shear,5.0
2156,Monroe Little,2156,male,3,3,false,1984.0,1989.0,shear,5.0
2273,Patrick Griffin,2273,male,11,4,false,2009.0,2014.0,shear,5.0
231,Barbara Smith,231,female,3,4,false,1985.0,1990.0,shear,5.0
2169,Nancy Gabin,2169,female,48,4,false,1997.0,2002.0,shear,5.0
2262,Patricia C. Cohen,2262,female,6,5,false,2009.0,2014.0,shear,5.0
261,Billy Coleman,261,male,11,3,false,2017.0,2022.0,shear,5.0
2244,Nora Doyle,2244,female,15,4,false,2014.0,2019.0,shear,5.0
2190,Nathan Reingold,2190,male,3,3,false,1985.0,1990.0,shear,5.0
2241,Nina Lerman,2241,female,48,6,false,2014.0,2019.0,shear,5.0
266,Brad Jones,266,male,21,3,false,2005.0,2010.0,shear,5.0
2192,Nathaniel C. Green,2192,male,0,4,false,2013.0,2018.0,shear,5.0
243,Benjamin Brown,243,male,3,3,false,1993.0,1998.0,shear,5.0
2237,Nikki Berg Burin,2237,female,11,4,false,2017.0,2022.0,shear,5.0
2236,Nikki Berg,2236,female,27,4,false,2005.0,2010.0,shear,5.0
255,Beth Barton Schweiger,255,female,30,3,false,2012.0,2017.0,shear,5.0
2235,Nik Ribianszky,2235,male,11,2,false,2016.0,2021.0,shear,5.0
2234,Niels Eichhorn,2234,male,11,2,false,2015.0,2020.0,shear,5.0
2233,Nicole Topich,2233,female,48,3,false,2014.0,2019.0,shear,5.0
2195,Nathaniel P. Tallmadge,2195,male,6,7,false,2012.0,2017.0,shear,5.0
2232,Nicole Stevens White,2232,female,21,5,false,2016.0,2021.0,shear,5.0
2196,Nathaniel Sheidley,2196,male,26,3,false,1999.0,2004.0,shear,5.0
244,Benjamin E. Park,244,male,0,7,false,2017.0,2022.0,shear,5.0
245,Benjamin Fagan,245,male,16,4,false,2010.0,2015.0,shear,5.0
2221,Nick Salvatore,2221,male,26,6,false,2015.0,2020.0,shear,5.0
2219,Nicholas Westbrook,2219,male,59,4,false,2004.0,2009.0,shear,5.0
2198,Ned Blackhawk,2198,male,15,4,false,2002.0,2007.0,shear,5.0
2218,Nicholas R. Parrillo,2218,male,24,5,false,2016.0,2021.0,shear,5.0
2217,Nicholas Pellegrino,2217,male,3,4,false,2014.0,2019.0,shear,5.0
2199,Ned Irwin,2199,male,27,4,false,1999.0,2004.0,shear,5.0
2216,Nicholas Patrick Osborne,2216,male,11,4,false,2013.0,2018.0,shear,5.0
2215,Nicholas P. Trist,2215,male,34,4,false,2008.0,2013.0,shear,5.0
2214,Nicholas P. Cox,2214,male,6,7,false,2012.0,2017.0,shear,5.0
2201,Neil Brody Miller,2201,male,11,3,false,2010.0,2015.0,shear,5.0
2207,Newell Bringhurst,2207,male,23,2,false,1991.0,1996.0,shear,5.0
2206,Neva Jean Specht,2206,female,15,3,false,1995.0,2000.0,shear,5.0
2202,Neil York,2202,male,11,4,false,1991.0,1996.0,shear,5.0
2243,Noelani Arista,2243,female,15,4,false,2014.0,2019.0,shear,5.0
2246,Nora Pat Small,2246,female,0,5,false,2009.0,2014.0,shear,5.0
236,Bela Teixeira,236,female,11,6,false,2004.0,2009.0,shear,5.0
2249,Norman Forness,2249,male,6,5,false,1997.0,2002.0,shear,5.0
260,Bill Trenton Hizer,260,male,11,4,false,1993.0,1998.0,shear,5.0
2269,Patricia T. Rooke,2269,female,27,4,false,1990.0,1995.0,shear,5.0
2267,Patricia Roeser,2267,female,6,3,false,2008.0,2013.0,shear,5.0
2174,Nancy L. Struna,2174,female,11,3,false,2005.0,2010.0,shear,5.0
237,Ben Bascom,237,male,0,3,false,2015.0,2020.0,shear,5.0
2265,Patricia D'antonio,2265,female,16,3,false,2005.0,2010.0,shear,5.0
2175,Nancy Lusignan Schultz,2175,female,27,5,false,2014.0,2019.0,shear,5.0
2264,Patricia Crain,2264,female,16,8,false,2007.0,2012.0,shear,5.0
2176,Nancy Morgan,2176,female,11,5,false,2014.0,2019.0,shear,5.0
2203,Nelson Winship,2203,male,11,4,false,1998.0,2003.0,shear,5.0
2261,Patricia A. Reid,2261,female,20,5,false,2016.0,2021.0,shear,5.0
2260,Patricia A. Lott,2260,female,20,4,false,2015.0,2020.0,shear,5.0
239,Ben Mutschler,239,male,5,4,false,2016.0,2021.0,shear,5.0
240,Ben Schiller,240,male,23,3,false,2007.0,2012.0,shear,5.0
2257,P. Bradley Nutting,2257,male,59,4,false,1981.0,1986.0,shear,5.0
2178,Nancy Zey,2178,female,21,2,false,2010.0,2015.0,shear,5.0
2255,Owen S,2255,male,27,4,false,1981.0,1986.0,shear,5.0
2179,Naomi Lamoreaux,2179,female,24,4,false,1999.0,2004.0,shear,5.0
2180,Naomi Wulf,2180,female,11,4,false,2005.0,2010.0,shear,5.0
2181,Natalie D. Spar,2181,female,19,3,false,2008.0,2013.0,shear,5.0
2254,Owen Muelder,2254,male,26,4,false,2013.0,2018.0,shear,5.0
258,Beverly Bush-Patterson,258,female,16,4,false,1993.0,1998.0,shear,5.0
2185,Nate Wiewora,2185,female,16,4,false,2013.0,2018.0,shear,5.0
2186,Nathalie Caron,2186,female,27,4,false,2005.0,2010.0,shear,5.0
2253,Orville Vernon Burton,2253,male,3,3,false,1986.0,1991.0,shear,5.0
2252,Ondine Leblanc,2252,female,15,4,false,2003.0,2008.0,shear,5.0
2251,Norrece T. Jones,2251,female,24,4,false,1998.0,2003.0,shear,5.0
2188,Nathan O. Hatch,2188,male,2,4,false,1990.0,1995.0,shear,5.0
2250,Norman Grabner,2250,male,48,3,false,2000.0,2005.0,shear,5.0
667,David Thomas,667,male,45,9,false,2017.0,2022.0,shear,5.0
2053,Mekala Audain,2053,female,26,3,false,2015.0,2020.0,shear,5.0
2140,Milton M. Klein,2140,male,23,3,false,1986.0,1991.0,shear,5.0
1940,Mark Pitcavage,1940,male,21,3,false,1993.0,1998.0,shear,5.0
1938,Mark Noll,1938,male,16,4,false,1987.0,1992.0,shear,5.0
1937,Mark Mcgarvie,1937,male,23,3,false,2012.0,2017.0,shear,5.0
1936,Mark M. Carroll,1936,male,11,3,false,2003.0,2008.0,shear,5.0
1935,Mark Leone,1935,male,48,3,false,2012.0,2017.0,shear,5.0
1933,Mark Kaplanoff,1933,male,61,3,false,1998.0,2003.0,shear,5.0
1930,Mark Fernandez,1930,male,23,4,false,1989.0,1994.0,shear,5.0
1929,Mark Fearnow,1929,male,11,4,false,1997.0,2002.0,shear,5.0
1927,Mark Cachia-Riedl,1927,male,61,3,false,1998.0,2003.0,shear,5.0
1924,Mark Ashurst-Mcgee,1924,male,15,4,false,2009.0,2014.0,shear,5.0
1923,Mark Allan Goldberg,1923,male,5,4,false,2013.0,2018.0,shear,5.0
1922,Mark Abbott,1922,male,15,4,false,2013.0,2018.0,shear,5.0
1921,Mark A. Smith,1921,male,11,5,false,1997.0,2002.0,shear,5.0
1920,Mark A. Noll,1920,male,27,4,false,2003.0,2008.0,shear,5.0
1919,Mark A. Nicholas,1919,male,15,4,false,2007.0,2012.0,shear,5.0
1918,Mark A. Mastromarino,1918,male,26,5,false,1988.0,1993.0,shear,5.0
1917,Mark A. Graber,1917,male,6,3,false,1996.0,2001.0,shear,5.0
1916,Marjoleine Kars,1916,female,21,3,false,1998.0,2003.0,shear,5.0
1915,Marixa Lasso,1915,female,36,3,false,2012.0,2017.0,shear,5.0
1913,Marisa Fuentes,1913,female,48,6,false,2015.0,2020.0,shear,5.0
1912,Marion Rust,1912,female,11,3,false,2000.0,2005.0,shear,5.0
1910,Marion C. Nelson,1910,female,11,3,false,2008.0,2013.0,shear,5.0
1908,Mario S. Depillis,1908,male,59,4,false,1981.0,1986.0,shear,5.0
318,Bruce C. Baird,318,male,11,4,false,1996.0,2001.0,shear,5.0
1939,Mark Peterson,1939,male,16,3,false,2006.0,2011.0,shear,5.0
1943,Mark S. Weiner,1943,male,26,4,false,2007.0,2012.0,shear,5.0
2139,Mike Snodgrass,2139,male,11,5,false,2013.0,2018.0,shear,5.0
1945,Mark Tushnet,1945,male,21,3,false,1985.0,1990.0,shear,5.0
296,Brian Hendricks,296,male,32,7,false,2014.0,2019.0,shear,5.0
1975,Mary Carroll Johansen,1975,female,0,3,false,2004.0,2009.0,shear,5.0
1973,Mary C. Cain,1973,female,0,3,false,2004.0,2009.0,shear,5.0
1972,Mary Block,1972,female,6,5,false,2009.0,2014.0,shear,5.0
1971,Mary Bilder,1971,female,11,5,false,2017.0,2022.0,shear,5.0
301,Brian Powers,301,male,16,11,false,2010.0,2015.0,shear,5.0
307,Brie Swenson Arnold,307,female,11,4,false,2009.0,2014.0,shear,5.0
1968,Mary Antoinette Brown Sherman,1968,female,0,4,false,1988.0,1993.0,shear,5.0
1967,Mary Ann James,1967,female,3,3,false,1985.0,1990.0,shear,5.0
1965,Marvin Cain,1965,male,23,5,false,1981.0,1986.0,shear,5.0
1964,Marty D. Matthews,1964,male,27,4,false,1999.0,2004.0,shear,5.0
1963,Martin Ridge,1963,male,11,3,false,1993.0,1998.0,shear,5.0
1962,Martin Quitt,1962,male,26,5,false,2009.0,2014.0,shear,5.0
308,Brigitte Fielder,308,female,45,5,false,2015.0,2020.0,shear,5.0
1959,Martin Bruegel,1959,male,45,3,false,1992.0,1997.0,shear,5.0
1958,Martin Brückner,1958,male,21,4,false,2007.0,2012.0,shear,5.0
1956,Martha Rojas,1956,female,36,4,false,2004.0,2009.0,shear,5.0
1952,Martha Dennis Burns,1952,female,27,3,false,1994.0,1999.0,shear,5.0
1950,Marshall Foletta,1950,male,21,3,false,2003.0,2008.0,shear,5.0
311,Brook Poston,311,female,3,2,false,2008.0,2013.0,shear,5.0
1948,Mark W. Summers,1948,male,5,3,false,2009.0,2014.0,shear,5.0
1947,Mark Voss-Hubbard,1947,male,20,4,false,2009.0,2014.0,shear,5.0
1946,Mark Valeri,1946,male,30,3,false,1990.0,1995.0,shear,5.0
1906,Marilyn Baseler,1906,female,26,4,false,1985.0,1990.0,shear,5.0
1905,Marie-Jeanne Rossignol,1905,unknown,36,5,false,2006.0,2011.0,shear,5.0
319,Bruce D. Mactavish,319,male,24,3,false,1996.0,2001.0,shear,5.0
1902,Mariana Muaze,1902,female,19,4,false,2015.0,2020.0,shear,5.0
1857,Lynda K. Yankaskas,1857,female,19,3,false,2008.0,2013.0,shear,5.0
1853,Luiz Alberto Couceiro,1853,male,19,4,false,2015.0,2020.0,shear,5.0
1852,Lucy Stone,1852,female,14,5,false,2017.0,2022.0,shear,5.0
335,Bryan Rommel-Ruiz,335,male,3,1,false,2004.0,2009.0,shear,5.0
1844,Louise Pubols,1844,female,11,4,false,2012.0,2017.0,shear,5.0
1843,Louis Tucker,1843,male,16,4,false,1994.0,1999.0,shear,5.0
1841,Louis P. Tremante,1841,male,19,3,false,1994.0,1999.0,shear,5.0
336,Bryan Waterman,336,male,6,3,false,2008.0,2013.0,shear,5.0
1839,Louis J. Piccarello,1839,male,59,4,false,1981.0,1986.0,shear,5.0
337,Bryon Andreasen,337,male,15,4,false,2009.0,2014.0,shear,5.0
1837,Lorna E. Vanmeter,1837,female,27,8,false,1984.0,1989.0,shear,5.0
338,Burton J. Bledstein,338,male,11,3,false,2002.0,2007.0,shear,5.0
1834,Lori Bogle,1834,female,11,3,false,1998.0,2003.0,shear,5.0
1833,Lori Beth Finkelstein,1833,female,6,4,false,1999.0,2004.0,shear,5.0
1831,Loren Schweninger,1831,male,23,3,false,1990.0,1995.0,shear,5.0
665,David Steinberg,665,male,16,4,false,2000.0,2005.0,shear,5.0
1828,Lois Brown,1828,female,48,4,false,2007.0,2012.0,shear,5.0
1826,Lloyd Benson,1826,male,16,11,false,2010.0,2015.0,shear,5.0
1823,Lisa Zevorich,1823,female,27,4,false,2013.0,2018.0,shear,5.0
1822,Lisa Ze Winters,1822,female,24,4,false,2015.0,2020.0,shear,5.0
339,C. Brant Short,339,male,11,5,false,1990.0,1995.0,shear,5.0
1820,Lisa Tetrault,1820,female,14,4,false,2017.0,2022.0,shear,5.0
1817,Lisa Minardi,1817,female,15,6,false,2016.0,2021.0,shear,5.0
1862,M. Susan Anthony,1862,female,48,4,false,2004.0,2009.0,shear,5.0
1864,Mackenzie Moore,1864,female,26,3,false,2010.0,2015.0,shear,5.0
1867,Maeve Kane,1867,female,34,18,false,2017.0,2022.0,shear,5.0
1887,Margaret Abruzzo,1887,female,30,3,false,2012.0,2017.0,shear,5.0
1901,Mariana L. R. Dantas,1901,female,19,4,false,2005.0,2010.0,shear,5.0
322,Bruce E. Steiner,322,male,30,3,false,1990.0,1995.0,shear,5.0
323,Bruce Franklin,323,male,21,3,false,1995.0,2000.0,shear,5.0
1896,Margaret Wilson Gillikin,1896,female,35,4,false,2017.0,2022.0,shear,5.0
325,Bruce J. Noble,325,male,3,3,false,1998.0,2003.0,shear,5.0
1892,Margaret Mcaleer,1892,female,21,3,false,1998.0,2003.0,shear,5.0
1891,Margaret M. R. Kellow,1891,female,27,3,false,1995.0,2000.0,shear,5.0
1890,Margaret Lasch Carroll,1890,female,27,4,false,2013.0,2018.0,shear,5.0
1889,Margaret E. Humphreys,1889,female,24,4,false,1996.0,2001.0,shear,5.0
1888,Margaret Conrad,1888,female,36,5,false,2006.0,2011.0,shear,5.0
326,Bruce Laurie,326,male,32,5,false,2005.0,2010.0,shear,5.0
332,Bryan C. Rindfleisch,332,male,15,8,false,2017.0,2022.0,shear,5.0
1883,Marcus Gallo,1883,male,11,3,false,2009.0,2014.0,shear,5.0
1882,Marcus Cunliffe,1882,male,23,3,false,1986.0,1991.0,shear,5.0
1881,Marcia D. Nichols,1881,female,15,4,false,2014.0,2019.0,shear,5.0
328,Bruce Mcconachie,328,male,11,4,false,1997.0,2002.0,shear,5.0
1878,Marc Rothenberg,1878,male,3,3,false,1985.0,1990.0,shear,5.0
329,Bruce Olds,329,male,23,4,false,1998.0,2003.0,shear,5.0
330,Bruce Weiner,330,male,48,4,false,2004.0,2009.0,shear,5.0
1875,Manuel Covo,1875,male,26,3,false,2016.0,2021.0,shear,5.0
1871,Malcolm Sylvers,1871,male,20,4,false,1988.0,1993.0,shear,5.0
1870,Malcolm J. Rohrbough,1870,male,15,4,false,2009.0,2014.0,shear,5.0
1979,Mary F. Morgan,1979,female,20,4,false,1984.0,1989.0,shear,5.0
1980,Mary Ferrari,1980,female,24,3,false,1993.0,1998.0,shear,5.0
1981,Mary Freeman,1981,female,14,9,false,2017.0,2022.0,shear,5.0
2059,Melvin Patrick Ely,2059,male,6,4,false,2015.0,2020.0,shear,5.0
2096,Michael Groth,2096,male,16,3,false,2010.0,2015.0,shear,5.0
2094,Michael Green,2094,male,26,4,false,1987.0,1992.0,shear,5.0
277,Brendan Mcconville,277,male,5,3,false,2006.0,2011.0,shear,5.0
278,Brenden E. Kennedy,278,male,11,5,false,2014.0,2019.0,shear,5.0
2090,Michael F. Conlin,2090,male,11,4,false,2016.0,2021.0,shear,5.0
2089,Michael Emmons,2089,male,16,5,false,2016.0,2021.0,shear,5.0
2086,Michael Drexler,2086,male,27,3,false,2007.0,2012.0,shear,5.0
2085,Michael Dorn,2085,male,2,4,false,1999.0,2004.0,shear,5.0
2084,Michael Dickinson,2084,male,48,4,false,2016.0,2021.0,shear,5.0
2081,Michael D. Hattem,2081,male,11,9,false,2017.0,2022.0,shear,5.0
2080,Michael Crowder,2080,male,20,4,false,2016.0,2021.0,shear,5.0
2079,Michael Broyles,2079,male,27,4,false,1994.0,1999.0,shear,5.0
281,Brett Goodin,281,male,21,2,false,2012.0,2017.0,shear,5.0
284,Brett Richard Bell,284,male,45,4,false,2017.0,2022.0,shear,5.0
2071,Michael Batinski,2071,male,23,3,false,1998.0,2003.0,shear,5.0
2070,Michael B. Folsom,2070,male,61,4,false,1987.0,1992.0,shear,5.0
2069,Michael Allen,2069,male,27,8,false,1984.0,1989.0,shear,5.0
2067,Michael A. Mcdonnell,2067,male,32,4,false,2008.0,2013.0,shear,5.0
2066,Michael A. Lofaro,2066,male,17,3,false,1994.0,1999.0,shear,5.0
285,Brett Rushforth,285,male,16,4,false,2002.0,2007.0,shear,5.0
2064,Mervin B. Whealy,2064,male,11,4,false,1989.0,1994.0,shear,5.0
2063,Merton L. Dillon,2063,male,27,4,false,1985.0,1990.0,shear,5.0
2061,Merril Smith,2061,male,26,8,false,2016.0,2021.0,shear,5.0
2099,Michael Hughes,2099,male,5,4,false,2016.0,2021.0,shear,5.0
2100,Michael J. Mcmanus,2100,male,3,2,false,2008.0,2013.0,shear,5.0
2101,Michael J. Pfeifer,2101,male,27,4,false,2009.0,2014.0,shear,5.0
2120,Michael Schwarz,2120,male,0,3,false,2012.0,2017.0,shear,5.0
2138,Midori Takagi,2138,female,19,4,false,2005.0,2010.0,shear,5.0
269,Bradley Skelcher,269,male,30,3,false,1988.0,1993.0,shear,5.0
2135,Michelle Du Ross,2135,female,16,4,false,2013.0,2018.0,shear,5.0
