,name,id,gender,modularity,degree,bridge,start,end,congregation,duration
2981,Wylma Wates,2981,female,27,4,false,1993.0,1998.0,shear,5.0
2979,Wm. P. Vaughn,2979,male,23,5,false,1983.0,1988.0,shear,5.0
2978,Wilson Moses,2978,male,16,3,false,2000.0,2005.0,shear,5.0
2976,William Thomas Kerrigan,2976,male,27,4,false,1996.0,2001.0,shear,5.0
2974,William Seale,2974,male,2,4,false,2003.0,2008.0,shear,5.0
2973,William S. Mcfeely,2973,male,27,3,false,2007.0,2012.0,shear,5.0
2971,William S. Dudley,2971,male,27,5,false,2012.0,2017.0,shear,5.0
2967,William M. Ferraro,2967,male,11,4,false,2009.0,2014.0,shear,5.0
2948,William C. Rives,2948,male,6,7,false,2012.0,2017.0,shear,5.0
3,A. Karl Yergey,3,male,24,4,false,1996.0,2001.0,shear,5.0
2961,William H. Mulligan,2961,male,36,5,false,1988.0,1993.0,shear,5.0
2960,William H. Howell,2960,male,16,11,false,2010.0,2015.0,shear,5.0
2959,William Gilmore-Lehne,2959,male,16,4,false,1993.0,1998.0,shear,5.0
2958,William Gilmore Simms,2958,male,6,5,false,1997.0,2002.0,shear,5.0
6,Aaron Hoffman,6,male,6,3,false,1999.0,2004.0,shear,5.0
2956,William G. Lewis,2956,male,11,5,false,2013.0,2018.0,shear,5.0
2955,William Fisher,2955,male,23,3,false,1987.0,1992.0,shear,5.0
2954,William F. Steirer,2954,male,20,4,false,1983.0,1988.0,shear,5.0
2953,William F. Moore,2953,male,3,4,false,2009.0,2014.0,shear,5.0
2950,William Cossen,2950,male,21,5,false,2013.0,2018.0,shear,5.0
2949,William Carter,2949,male,15,1,false,2003.0,2008.0,shear,5.0
2911,Wai-Chee Dimock,2911,unknown,61,5,false,1997.0,2002.0,shear,5.0
2910,Wade Shaffer,2910,male,11,3,false,1996.0,2001.0,shear,5.0
2909,W.M.P. Dunne,2909,male,27,4,false,1990.0,1995.0,shear,5.0
2851,Tim Lockley,2851,male,48,6,false,2010.0,2015.0,shear,5.0
2866,Timothy S. Huebner,2866,male,6,3,false,1996.0,2001.0,shear,5.0
28,Adam Shprintzen,28,male,2,5,false,2017.0,2022.0,shear,5.0
29,Adam Tuchinsky,29,male,24,6,false,2009.0,2014.0,shear,5.0
2863,Timothy Morgan,2863,male,23,5,false,1983.0,1988.0,shear,5.0
2862,Timothy Mennell,2862,male,16,6,false,2017.0,2022.0,shear,5.0
2861,Timothy Marr,2861,male,3,3,false,2015.0,2020.0,shear,5.0
2860,Timothy M. Jenness,2860,male,5,3,false,2009.0,2014.0,shear,5.0
2859,Timothy Leech,2859,male,2,4,false,2016.0,2021.0,shear,5.0
2858,Timothy L. Smith,2858,male,2,4,false,1983.0,1988.0,shear,5.0
32,Adam-Max Tuchinsky,32,male,16,4,false,2014.0,2019.0,shear,5.0
2853,Timothy C. Hemmis,2853,male,11,4,false,2015.0,2020.0,shear,5.0
2852,Timothy A. Milford,2852,male,6,3,false,2012.0,2017.0,shear,5.0
2850,Tim H. Blessing,2850,male,11,3,false,2003.0,2008.0,shear,5.0
2908,W.A. Vaughan,2908,unknown,21,3,false,1993.0,1998.0,shear,5.0
2849,Tim Garrison,2849,male,11,1,false,2002.0,2007.0,shear,5.0
2848,Tim Cassedy,2848,male,45,3,false,2010.0,2015.0,shear,5.0
2847,Tim Alan Garrison,2847,male,26,4,false,2007.0,2012.0,shear,5.0
2846,Thomas Winpenny,2846,male,27,4,false,1987.0,1992.0,shear,5.0
2845,Thomas Will,2845,male,24,4,false,1999.0,2004.0,shear,5.0
2842,Thomas L. Nichols,2842,male,27,6,false,2008.0,2013.0,shear,5.0
2841,Thomas J. Davis,2841,male,3,3,false,1989.0,1994.0,shear,5.0
2840,Thomas H. Sheeler,2840,male,27,3,false,2012.0,2017.0,shear,5.0
34,Adrienne D. Davis,34,female,26,4,false,2015.0,2020.0,shear,5.0
35,Akhil Reed Amar,35,male,23,5,false,2003.0,2008.0,shear,5.0
2836,Thomas Finger,2836,male,48,6,false,2015.0,2020.0,shear,5.0
2835,Thomas F. Schwartz,2835,male,27,4,false,2009.0,2014.0,shear,5.0
2867,Timothy Verhoeven,2867,male,14,4,false,2016.0,2021.0,shear,5.0
2870,Todd Hagstette,2870,male,21,5,false,2013.0,2018.0,shear,5.0
2871,Todd Jones,2871,male,16,5,false,2013.0,2018.0,shear,5.0
2872,Tom Coens,2872,male,11,1,false,2002.0,2007.0,shear,5.0
2907,W. Jeffrey Bolster,2907,male,27,4,false,1993.0,1998.0,shear,5.0
17,Ada Ferrer,17,female,2,5,false,2016.0,2021.0,shear,5.0
2904,W. Augustus Low,2904,male,26,4,false,1986.0,1991.0,shear,5.0
2903,Vivien Green Fryd,2903,female,3,1,false,2008.0,2013.0,shear,5.0
2902,Vivien Ellen Rose,2902,female,16,4,false,2011.0,2016.0,shear,5.0
2901,Vivian Bruce Conger,2901,female,16,5,false,2014.0,2019.0,shear,5.0
2900,Vitor Izecksohn,2900,male,32,5,false,2005.0,2010.0,shear,5.0
2898,Victoria Bynum,2898,female,33,4,false,2013.0,2018.0,shear,5.0
2897,Victor M. Bogle,2897,male,23,4,false,1983.0,1988.0,shear,5.0
2896,Vicki Rozema,2896,female,15,2,false,2012.0,2017.0,shear,5.0
23,Adam Nelson,23,male,48,6,false,2014.0,2019.0,shear,5.0
2890,Urmi Engineer,2890,female,32,4,false,2016.0,2021.0,shear,5.0
2888,Tyler Sperrazza,2888,male,20,4,false,2017.0,2022.0,shear,5.0
2887,Tyler Jackson Rogers,2887,male,26,3,false,2016.0,2021.0,shear,5.0
2886,Tyler D. Parry,2886,male,2,4,false,2015.0,2020.0,shear,5.0
2885,Tyler Blethen,2885,male,17,6,false,1992.0,1997.0,shear,5.0
2884,Tyler Anbinder,2884,male,23,4,false,2017.0,2022.0,shear,5.0
2883,Tycho De Boer,2883,male,3,4,false,2013.0,2018.0,shear,5.0
2882,Trisha Posey,2882,female,14,4,false,2005.0,2010.0,shear,5.0
2881,Tricia T. Pyne,2881,female,27,4,false,1997.0,2002.0,shear,5.0
2879,Traci Hodgson,2879,female,16,3,false,1995.0,2000.0,shear,5.0
2878,Tony Buba,2878,male,11,2,false,2016.0,2021.0,shear,5.0
24,Adam Pratt,24,male,11,5,false,2013.0,2018.0,shear,5.0
2875,Tom Humphrey,2875,male,21,3,false,1998.0,2003.0,shear,5.0
2874,Tom Downey,2874,male,11,4,false,2009.0,2014.0,shear,5.0
2656,Seth M. Gates,2656,male,11,4,false,2008.0,2013.0,shear,5.0
102,Amy H. Sturgis,102,female,24,4,false,1996.0,2001.0,shear,5.0
2304,Paul Staiti,2304,male,45,6,false,2017.0,2022.0,shear,5.0
2424,Richard F. Nation,2424,male,23,4,false,2003.0,2008.0,shear,5.0
179,Anne Verplanck,179,female,3,5,false,2014.0,2019.0,shear,5.0
182,Anthony Di Lorenzo,182,male,11,5,false,2013.0,2018.0,shear,5.0
2436,Richard P. Gildrie,2436,male,3,3,false,2009.0,2014.0,shear,5.0
2435,Richard O. Curry,2435,male,27,5,false,1983.0,1988.0,shear,5.0
183,Anthony Galluzo,183,male,11,4,false,2014.0,2019.0,shear,5.0
2433,Richard Michael Levy,2433,male,20,4,false,1983.0,1988.0,shear,5.0
2432,Richard Mcleod,2432,male,19,4,false,1991.0,1996.0,shear,5.0
2431,Richard M. Johnson,2431,male,6,7,false,2012.0,2017.0,shear,5.0
184,Anthony Gene Carey,184,male,11,4,false,1996.0,2001.0,shear,5.0
2429,Richard L. Aynes,2429,male,23,4,false,2003.0,2008.0,shear,5.0
2426,Richard Gassan,2426,male,27,4,false,2003.0,2008.0,shear,5.0
2425,Richard Follett,2425,male,24,2,false,2015.0,2020.0,shear,5.0
189,Anthony Szczesiul,189,male,16,8,false,2007.0,2012.0,shear,5.0
178,Anne Twitty,178,female,11,17,false,2017.0,2022.0,shear,5.0
190,Antonio Rafael De La Cova,190,male,11,3,false,1996.0,2001.0,shear,5.0
191,Antwain Hunter,191,male,16,10,false,2017.0,2022.0,shear,5.0
2419,Richard Carwardine,2419,male,27,3,false,1996.0,2001.0,shear,5.0
2418,Richard C. Rohrs,2418,male,6,5,false,1997.0,2002.0,shear,5.0
2417,Richard Butsch,2417,male,11,4,false,1997.0,2002.0,shear,5.0
193,April F. Masten,193,female,3,1,false,2008.0,2013.0,shear,5.0
2415,Richard Buel,2415,male,23,3,false,1988.0,1993.0,shear,5.0
2414,Richard Bond,2414,male,16,5,false,2013.0,2018.0,shear,5.0
2411,Richard Baker,2411,male,3,4,false,1985.0,1990.0,shear,5.0
2410,Richard B. Latner,2410,male,11,4,false,1996.0,2001.0,shear,5.0
2409,Richard B. Kielbowicz,2409,male,23,5,false,1984.0,1989.0,shear,5.0
195,Ari Helo,195,male,21,4,false,2014.0,2019.0,shear,5.0
2439,Richard Steckel,2439,male,26,4,false,1985.0,1990.0,shear,5.0
2441,Richard Striner,2441,male,3,4,false,2009.0,2014.0,shear,5.0
2401,Ric N. Caric,2401,male,16,3,false,2005.0,2010.0,shear,5.0
2460,Robert C. Deal,2460,male,3,4,false,2013.0,2018.0,shear,5.0
162,Anna Mae Duane,162,female,11,3,false,2008.0,2013.0,shear,5.0
2478,Robert H. Wiebe,2478,male,11,3,false,1996.0,2001.0,shear,5.0
2477,Robert H. Gudmestad,2477,male,27,4,false,2003.0,2008.0,shear,5.0
164,Anna-Lisa Cox,164,female,16,3,false,2010.0,2015.0,shear,5.0
165,Anna-Lisa Grace Cox,165,female,20,3,false,2013.0,2018.0,shear,5.0
170,Anne G. Myles,170,female,36,4,false,2008.0,2013.0,shear,5.0
171,Anne L. Hiskes,171,female,11,3,false,2008.0,2013.0,shear,5.0
172,Anne Lewis Osler,172,female,17,3,false,1995.0,2000.0,shear,5.0
2464,Robert Durden,2464,male,2,3,false,1993.0,1998.0,shear,5.0
2463,Robert Cottrol,2463,male,36,3,false,1998.0,2003.0,shear,5.0
2462,Robert Cope,2462,male,27,3,false,2007.0,2012.0,shear,5.0
2461,Robert Colby,2461,male,11,8,false,2017.0,2022.0,shear,5.0
173,Anne Lindsay,173,female,16,5,false,2014.0,2019.0,shear,5.0
2443,Richard White,2443,male,15,4,false,2002.0,2007.0,shear,5.0
174,Anne Loveland,174,female,6,3,false,1993.0,1998.0,shear,5.0
2457,Robert Blackson,2457,male,0,8,false,1997.0,2002.0,shear,5.0
2456,Robert B. Winans,2456,male,27,11,false,1992.0,1997.0,shear,5.0
2455,Robert B. Gordon,2455,male,30,5,false,1990.0,1995.0,shear,5.0
2454,Robert Axelrod,2454,male,11,4,false,1986.0,1991.0,shear,5.0
2453,Robert A. White,2453,male,24,2,false,2001.0,2006.0,shear,5.0
175,Anne M. Derousie,175,female,3,3,false,2010.0,2015.0,shear,5.0
2450,Rob Worbs,2450,male,16,11,false,2010.0,2015.0,shear,5.0
2449,Rob Sikorski,2449,male,3,3,false,1986.0,1991.0,shear,5.0
177,Anne Scott Macleod,177,female,27,3,false,1986.0,1991.0,shear,5.0
2445,Rita Roberts,2445,female,27,4,false,1993.0,1998.0,shear,5.0
2444,Rita Reynolds,2444,female,21,4,false,2009.0,2014.0,shear,5.0
2406,Richard A. Yanikoski,2406,male,20,4,false,1988.0,1993.0,shear,5.0
198,Arika Easley Houser,198,female,20,4,false,2014.0,2019.0,shear,5.0
2652,Sean X. Goucie,2652,male,26,4,false,2006.0,2011.0,shear,5.0
2318,Peter Charles Hoffer,2318,male,20,3,false,1991.0,1996.0,shear,5.0
2339,Philip M. Herrington,2339,male,11,4,false,2015.0,2020.0,shear,5.0
214,Augusta Rohrbach,214,female,48,4,false,2007.0,2012.0,shear,5.0
2336,Philip Gleason,2336,male,27,3,false,1992.0,1997.0,shear,5.0
215,Augustin Habran,215,male,5,4,false,2016.0,2021.0,shear,5.0
2332,Peter Shulman,2332,male,15,3,false,2015.0,2020.0,shear,5.0
2331,Peter Seibert,2331,male,3,2,false,2012.0,2017.0,shear,5.0
216,Austin Allen,216,male,59,3,false,2005.0,2010.0,shear,5.0
217,B. Richard Burg,217,male,23,2,false,1991.0,1996.0,shear,5.0
2328,Peter P. Reed,2328,male,16,4,false,2013.0,2018.0,shear,5.0
2327,Peter N. Moore,2327,male,59,4,false,2009.0,2014.0,shear,5.0
2324,Peter J. Wallace,2324,male,27,3,false,2003.0,2008.0,shear,5.0
2322,Peter J. Aschenbrenner,2322,male,21,6,false,2014.0,2019.0,shear,5.0
2317,Peter Cash,2317,male,11,4,false,1999.0,2004.0,shear,5.0
2341,Philip Schwarz,2341,male,2,3,false,1992.0,1997.0,shear,5.0
220,Barbara A. Mathews,220,female,0,3,false,1994.0,1999.0,shear,5.0
2315,Peter C. Mancall,2315,male,23,4,false,1988.0,1993.0,shear,5.0
2314,Peter C. Holloran,2314,male,27,4,false,1990.0,1995.0,shear,5.0
2313,Peter Bardaglio,2313,male,27,5,false,2001.0,2006.0,shear,5.0
221,Barbara A. Terzian,221,female,23,4,false,2003.0,2008.0,shear,5.0
2311,Peter Agree,2311,male,16,4,false,2002.0,2007.0,shear,5.0
222,Barbara C. Wingo,222,female,2,4,false,1983.0,1988.0,shear,5.0
2309,Peggy Russo,2309,female,23,4,false,1998.0,2003.0,shear,5.0
2308,Pearl Ponce,2308,female,20,3,false,2010.0,2015.0,shear,5.0
223,Barbara Clark Smith,223,female,3,3,false,1998.0,2003.0,shear,5.0
2306,Paula Hunt,2306,female,3,4,false,2014.0,2019.0,shear,5.0
2305,Paul Teed,2305,male,27,10,false,1994.0,1999.0,shear,5.0
2340,Philip Mead,2340,male,26,19,false,2017.0,2022.0,shear,5.0
2345,Philippa Koch,2345,female,0,5,false,2014.0,2019.0,shear,5.0
1815,Lisa J. Pruitt,1815,female,24,4,false,1996.0,2001.0,shear,5.0
2372,Rachel Wheller,2372,female,24,4,false,2017.0,2022.0,shear,5.0
200,Arthur Bowler,200,male,27,4,false,1990.0,1995.0,shear,5.0
2394,Rebeccah Bechtold,2394,female,11,3,false,2017.0,2022.0,shear,5.0
2391,Rebecca Hill,2391,female,11,4,false,2003.0,2008.0,shear,5.0
2390,Rebecca Edwards,2390,female,16,4,false,2010.0,2015.0,shear,5.0
2386,Raymond Smock,2386,male,3,4,false,1985.0,1990.0,shear,5.0
2385,Ray Raphael,2385,male,2,4,false,2002.0,2007.0,shear,5.0
202,Arthur Shaffer,202,male,27,3,false,1987.0,1992.0,shear,5.0
203,Asaf Almog,203,male,11,14,false,2017.0,2022.0,shear,5.0
2380,Randolph Ferguson Scully,2380,male,27,3,false,2009.0,2014.0,shear,5.0
2378,Rana Hogarth,2378,female,20,4,false,2015.0,2020.0,shear,5.0
2377,Ramon C. Veloso,2377,male,5,2,false,2002.0,2007.0,shear,5.0
2374,Ralph Frasca,2374,male,21,3,false,1991.0,1996.0,shear,5.0
2367,Rachel Remmel,2367,female,16,4,false,2010.0,2015.0,shear,5.0
2347,Phillip M. Richards,2347,male,3,3,false,1989.0,1994.0,shear,5.0
2366,Rachel R. Van,2366,female,48,4,false,2017.0,2022.0,shear,5.0
2365,Rachel Knecht,2365,female,14,5,false,2017.0,2022.0,shear,5.0
2363,Rachel Engl,2363,female,26,17,false,2017.0,2022.0,shear,5.0
2362,Rachel Cope,2362,female,16,3,false,2011.0,2016.0,shear,5.0
2361,Rachel A. Snell,2361,female,48,3,false,2015.0,2020.0,shear,5.0
208,Ashley Riley Sousa,208,female,15,4,false,2016.0,2021.0,shear,5.0
2356,R. Owen Williams,2356,male,23,3,false,2005.0,2010.0,shear,5.0
2353,R. B. Bernstein,2353,male,2,4,false,2002.0,2007.0,shear,5.0
2352,Pope Melish,2352,female,24,4,false,2000.0,2005.0,shear,5.0
2351,Phyllis Gernhardt,2351,female,26,3,false,1999.0,2004.0,shear,5.0
2350,Phyllis F. Field,2350,female,11,3,false,1989.0,1994.0,shear,5.0
2348,Phyllis Airhart,2348,female,2,4,false,1990.0,1995.0,shear,5.0
2483,Robert K. Nelson,2483,male,24,4,false,2004.0,2009.0,shear,5.0
158,Ann Plane,158,female,55,3,false,2002.0,2007.0,shear,5.0
157,Ann Ostendorf,157,female,35,5,false,2013.0,2018.0,shear,5.0
2592,Sara Gronim,2592,female,20,3,false,2012.0,2017.0,shear,5.0
2607,Sarah Levine-Gronningsater,2607,female,32,3,false,2012.0,2017.0,shear,5.0
113,Andrea Shan Johnson,113,female,11,3,false,2003.0,2008.0,shear,5.0
114,Andrea Watkins,114,female,21,4,false,2009.0,2014.0,shear,5.0
2603,Sarah Hand Meacham,2603,female,2,3,false,2001.0,2006.0,shear,5.0
2602,Sarah Gronningsater,2602,female,21,9,false,2017.0,2022.0,shear,5.0
2601,Sarah Gordon,2601,female,2,6,false,1999.0,2004.0,shear,5.0
2600,Sarah E. Miller,2600,female,15,4,false,2009.0,2014.0,shear,5.0
115,Andres Resendez,115,male,24,3,false,2002.0,2007.0,shear,5.0
2597,Sarah C. Hand,2597,female,24,4,false,1999.0,2004.0,shear,5.0
2595,Sarah A. Morgan,2595,female,27,2,false,2008.0,2013.0,shear,5.0
2594,Sara Martin,2594,female,11,4,false,2009.0,2014.0,shear,5.0
2593,Sara Lampert,2593,female,14,10,false,2017.0,2022.0,shear,5.0
117,Andrew Baker,117,male,26,5,false,1988.0,1993.0,shear,5.0
2609,Sarah Meacham,2609,female,15,4,false,2007.0,2012.0,shear,5.0
2588,Sara Crosby,2588,female,27,4,false,2016.0,2021.0,shear,5.0
124,Andrew Hammann,124,male,11,4,false,2015.0,2020.0,shear,5.0
2584,Sandra Pryor,2584,female,19,6,false,2001.0,2006.0,shear,5.0
2583,Sandra M. Gustafson,2583,female,33,4,false,2007.0,2012.0,shear,5.0
2582,Sandra Frink,2582,female,19,3,false,2006.0,2011.0,shear,5.0
127,Andrew Jackson,127,male,26,5,false,2009.0,2014.0,shear,5.0
2575,Sam White,2575,male,26,8,false,2016.0,2021.0,shear,5.0
128,Andrew Lee Feight,128,male,11,4,false,1999.0,2004.0,shear,5.0
2572,Sam Hill,2572,male,2,4,false,1990.0,1995.0,shear,5.0
129,Andrew Mcmichael,129,male,31,4,false,1999.0,2004.0,shear,5.0
130,Andrew O,130,male,21,4,false,2014.0,2019.0,shear,5.0
2567,S. J. Wolfe,2567,male,48,4,false,2004.0,2009.0,shear,5.0
2608,Sarah Matherly,2608,female,48,3,false,2014.0,2019.0,shear,5.0
112,Andrea L. Smalley,112,female,3,4,false,2013.0,2018.0,shear,5.0
156,Ann Marie Plane,156,female,55,4,false,2016.0,2021.0,shear,5.0
2632,Scott Gac,2632,male,27,4,false,2000.0,2005.0,shear,5.0
2651,Sean Wilentz,2651,male,24,6,false,2010.0,2015.0,shear,5.0
2649,Sean Taylor,2649,male,59,4,false,1999.0,2004.0,shear,5.0
2648,Sean R. Busick,2648,male,16,4,false,2000.0,2005.0,shear,5.0
2647,Sean Patrick Adams,2647,male,0,3,false,1998.0,2003.0,shear,5.0
2646,Sean Munger,2646,male,26,8,false,2016.0,2021.0,shear,5.0
2644,Sean Griffin,2644,male,48,11,false,2017.0,2022.0,shear,5.0
2641,Sean D. Smith,2641,male,24,4,false,1996.0,2001.0,shear,5.0
2640,Sean Condon,2640,male,24,2,false,2001.0,2006.0,shear,5.0
103,Amy Harris,103,female,33,4,false,2013.0,2018.0,shear,5.0
104,Amy M. Godfrey,104,female,5,4,false,2009.0,2014.0,shear,5.0
105,Amy Murrell,105,female,27,5,false,2001.0,2006.0,shear,5.0
2635,Scott Larson,2635,male,0,3,false,2015.0,2020.0,shear,5.0
2631,Scott Dimond,2631,male,16,3,false,1998.0,2003.0,shear,5.0
2612,Sarah Paradise Russell,2612,female,31,3,false,1997.0,2002.0,shear,5.0
107,Amy Ritcher,107,female,35,3,false,2012.0,2017.0,shear,5.0
2629,Scott C. Miller,2629,male,48,4,false,2017.0,2022.0,shear,5.0
108,Amy Sopcak,108,female,3,3,false,2007.0,2012.0,shear,5.0
2627,Scot French,2627,male,27,4,false,2002.0,2007.0,shear,5.0
2626,Savannah Williamson,2626,female,32,4,false,2016.0,2021.0,shear,5.0
109,Amy Van Natter,109,female,34,4,false,2008.0,2013.0,shear,5.0
2624,Sasha Turner,2624,male,2,4,false,2017.0,2022.0,shear,5.0
2623,Sari Edelstein,2623,female,11,1,false,2008.0,2013.0,shear,5.0
2619,Sarah Weatherwax,2619,female,3,5,false,2014.0,2019.0,shear,5.0
2618,Sarah Templier,2618,female,11,2,false,2016.0,2021.0,shear,5.0
110,Andrea Balis,110,female,17,3,false,1990.0,1995.0,shear,5.0
2616,Sarah Roth,2616,female,11,4,false,2015.0,2020.0,shear,5.0
2566,S. Charles Bolton,2566,male,2,3,false,1995.0,2000.0,shear,5.0
2565,Ryan Ruckel,2565,male,24,3,false,2003.0,2008.0,shear,5.0
132,Andrew S. Moore,132,male,2,4,false,1996.0,2001.0,shear,5.0
2505,Robert Tinkler,2505,male,11,4,false,2000.0,2005.0,shear,5.0
2524,Roger Lane,2524,male,27,3,false,1987.0,1992.0,shear,5.0
2523,Roger L. Nichols,2523,male,27,8,false,1984.0,1989.0,shear,5.0
2522,Roger H. Brown,2522,male,48,4,false,1988.0,1993.0,shear,5.0
147,Angelo Repousis,147,male,11,3,false,2005.0,2010.0,shear,5.0
2519,Rodolph L. Schnell,2519,male,27,4,false,1990.0,1995.0,shear,5.0
2517,Rodger Henderson,2517,male,27,10,false,1991.0,1996.0,shear,5.0
2515,Roch Samson,2515,male,30,5,false,1990.0,1995.0,shear,5.0
2514,Robyn Potts,2514,female,21,2,false,2010.0,2015.0,shear,5.0
2511,Robyn D. Mcmillin,2511,female,59,2,false,2008.0,2013.0,shear,5.0
2510,Robin Sager,2510,male,21,5,false,2013.0,2018.0,shear,5.0
149,Ann Boucher,149,female,2,4,false,1986.0,1991.0,shear,5.0
2507,Robert Weible,2507,male,3,2,false,2012.0,2017.0,shear,5.0
2503,Robert St. George,2503,male,23,3,false,2014.0,2019.0,shear,5.0
2563,Ryan Jordan,2563,male,35,3,false,2005.0,2010.0,shear,5.0
2501,Robert Shalhope,2501,male,30,4,false,1987.0,1992.0,shear,5.0
2500,Robert S. Cox,2500,male,36,4,false,2000.0,2005.0,shear,5.0
2498,Robert R. Thompson,2498,male,11,7,false,1987.0,1992.0,shear,5.0
2497,Robert R. Dykstra,2497,male,59,4,false,1988.0,1993.0,shear,5.0
2495,Robert Page,2495,male,11,3,false,1996.0,2001.0,shear,5.0
152,Ann Fidler,152,female,11,3,false,2002.0,2007.0,shear,5.0
153,Ann Gorman Condon,153,female,23,4,false,1990.0,1995.0,shear,5.0
2492,Robert Moore,2492,male,2,4,false,2013.0,2018.0,shear,5.0
154,Ann Johnson,154,female,48,6,false,2014.0,2019.0,shear,5.0
155,Ann Kirschner,155,female,11,3,false,2001.0,2006.0,shear,5.0
2489,Robert Malcomson,2489,male,27,5,false,2003.0,2008.0,shear,5.0
2488,Robert M. Weir,2488,male,11,4,false,1996.0,2001.0,shear,5.0
2525,Roger Taney,2525,male,20,5,false,2016.0,2021.0,shear,5.0
2526,Rogers Smith,2526,male,61,5,false,1997.0,2002.0,shear,5.0
2528,Ron Hoffman,2528,male,16,4,false,2002.0,2007.0,shear,5.0
2529,Ron Johnson,2529,male,27,4,false,1994.0,1999.0,shear,5.0
2562,Ryan Dearinger,2562,male,15,4,false,2016.0,2021.0,shear,5.0
133,Andrew S. Rotter,133,male,6,3,false,1996.0,2001.0,shear,5.0
2560,Ruth Wedgwood,2560,female,23,4,false,1991.0,1996.0,shear,5.0
137,Andrew W. Wiley,137,male,15,4,false,2017.0,2022.0,shear,5.0
2557,Ruth Friedman,2557,female,15,2,false,1987.0,1992.0,shear,5.0
2556,Ruth Doan,2556,female,11,3,false,2003.0,2008.0,shear,5.0
139,Andrew Wehrman,139,male,59,4,false,2016.0,2021.0,shear,5.0
2553,Russell A. Potter,2553,male,11,4,false,2013.0,2018.0,shear,5.0
2551,Rubil Morales,2551,male,11,4,false,1994.0,1999.0,shear,5.0
2550,Royce Gildersleeve,2550,male,15,4,false,2014.0,2019.0,shear,5.0
140,Andrew Witmer,140,male,55,4,false,2014.0,2019.0,shear,5.0
2547,Rourke Holland,2547,male,16,5,false,2014.0,2019.0,shear,5.0
2546,Ross Frank,2546,male,31,4,false,1999.0,2004.0,shear,5.0
2545,Ross C. Barrett,2545,male,16,8,false,2007.0,2012.0,shear,5.0
141,Anelise Shrout,141,female,5,5,false,2017.0,2022.0,shear,5.0
2543,Rosamaria Tanghetti,2543,female,16,4,false,2002.0,2007.0,shear,5.0
2540,Ronald Story,2540,male,21,3,false,1998.0,2003.0,shear,5.0
2539,Ronald Schultz,2539,male,27,4,false,1987.0,1992.0,shear,5.0
2538,Ronald P. Formisano,2538,male,11,5,false,2005.0,2010.0,shear,5.0
2537,Ronald O. Barney,2537,male,15,4,false,2009.0,2014.0,shear,5.0
144,Angela Kreider,144,female,0,4,false,2013.0,2018.0,shear,5.0
145,Angela Vietto,145,female,15,4,false,1997.0,2002.0,shear,5.0
2533,Ronald E. Shaw,2533,male,23,4,false,1983.0,1988.0,shear,5.0
2532,Ronald Angelo Johnson,2532,male,11,25,false,2017.0,2022.0,shear,5.0
2530,Ronald A. Bosco,2530,male,17,3,false,1994.0,1999.0,shear,5.0
1816,Lisa M. Ford,1816,female,26,4,false,2007.0,2012.0,shear,5.0
1829,Lois Horton,1829,female,2,3,false,1999.0,2004.0,shear,5.0
1814,Lisa Forman Cody,1814,female,2,2,false,2011.0,2016.0,shear,5.0
1118,James Bryant,1118,male,23,3,false,2007.0,2012.0,shear,5.0
1135,James Henretta,1135,male,24,4,false,1999.0,2004.0,shear,5.0
525,Courtney Wiersema,525,female,3,4,false,2013.0,2018.0,shear,5.0
1133,James H. Broussara,1133,male,27,4,false,1981.0,1986.0,shear,5.0
1131,James Fichter,1131,male,16,3,false,2006.0,2011.0,shear,5.0
1130,James Egani,1130,male,55,3,false,2002.0,2007.0,shear,5.0
1127,James E. Davis,1127,male,3,4,false,2009.0,2014.0,shear,5.0
1126,James E. Block,1126,male,16,4,false,2000.0,2005.0,shear,5.0
1123,James David Moran,1123,male,3,3,false,2007.0,2012.0,shear,5.0
1122,James D. German,1122,male,11,3,false,1995.0,2000.0,shear,5.0
1121,James C. Foley,1121,male,45,2,false,2001.0,2006.0,shear,5.0
527,Craig Friend,527,male,11,4,false,2003.0,2008.0,shear,5.0
1119,James Buss,1119,male,15,4,false,2014.0,2019.0,shear,5.0
1116,James Brooks,1116,male,15,4,false,2002.0,2007.0,shear,5.0
1174,James Watkinson,1174,male,23,3,false,1998.0,2003.0,shear,5.0
529,Craig Hanyan,529,male,20,4,false,1988.0,1993.0,shear,5.0
531,Craig L. Symonds,531,male,27,2,false,1990.0,1995.0,shear,5.0
1113,James Baugess,1113,male,59,2,false,2003.0,2008.0,shear,5.0
1112,James Baird,1112,male,6,3,false,1997.0,2002.0,shear,5.0
532,Craig Sheldon,532,male,3,3,false,2001.0,2006.0,shear,5.0
533,Craig Smith,533,male,21,5,false,2013.0,2018.0,shear,5.0
1109,Jamalin Harp,1109,female,48,4,false,2013.0,2018.0,shear,5.0
1108,Jacquelyn Dowd Hall,1108,female,24,3,false,1993.0,1998.0,shear,5.0
1106,Jacqueline S. Reinier,1106,female,27,4,false,1995.0,2000.0,shear,5.0
1101,Jacob Katz Cogan,1101,male,11,4,false,1997.0,2002.0,shear,5.0
1100,Jacob F. Lee,1100,male,11,3,false,2014.0,2019.0,shear,5.0
1099,Jacob E. Cooke,1099,male,23,3,false,1986.0,1991.0,shear,5.0
1138,James Jackson Ashton,1138,male,45,3,false,2012.0,2017.0,shear,5.0
1139,James K. Polk,1139,male,11,7,false,1987.0,1992.0,shear,5.0
